id,firstName,lastName,team,season,positionCode,heightInInches,weightInPounds
8478416,Erik,Cernak,TBL,20232024,D,75,230
8475177,Calvin,de Haan,TBL,20232024,D,73,192
8476856,Matt,Dumba,TBL,20232024,D,72,181
8477938,Haydn,Fleury,TBL,20232024,D,76,207
8475167,Victor,Hedman,TBL,20232024,D,79,246
8482929,Emil,Lilleberg,TBL,20232024,D,74,202
8480246,Nick,Perbix,TBL,20232024,D,75,202
8478178,Darren,Raddysh,TBL,20232024,D,73,195
8479410,Mikhail,Sergachev,TBL,20232024,D,75,211
8477992,Jonas,Johansson,TBL,20232024,G,77,219
8476883,Andrei,Vasilevskiy,TBL,20232024,G,76,220
8478569,Noel,Acciari,PIT,20232024,C,70,209
8480205,Emil,Bemstrom,PIT,20232024,C,72,195
8478047,Michael,Bunting,PIT,20232024,L,72,192
8470604,Jeff,Carter,PIT,20232024,C,75,219
8471675,Sidney,Crosby,PIT,20232024,C,71,200
8474189,Lars,Eller,PIT,20232024,C,74,205
8478424,Jansen,Harkins,PIT,20232024,C,74,197
8471215,Evgeni,Malkin,PIT,20232024,C,75,195
8476442,Matt,Nieto,PIT,20232024,L,71,187
8482055,Drew,O'Connor,PIT,20232024,L,75,200
8479344,Jesse,Puljujarvi,PIT,20232024,R,76,201
8481703,Valtteri,Puustinen,PIT,20232024,R,69,183
8476483,Rickard,Rakell,PIT,20232024,R,73,195
8475810,Bryan,Rust,PIT,20232024,R,71,192
8475191,Reilly,Smith,PIT,20232024,R,73,185
8477435,Ryan,Graves,PIT,20232024,D,77,220
8480058,Pierre-Olivier,Joseph,PIT,20232024,D,74,185
8474578,Erik,Karlsson,PIT,20232024,D,72,190
8471724,Kris,Letang,PIT,20232024,D,72,201
8481206,John,Ludvig,PIT,20232024,D,73,213
8477969,Marcus,Pettersson,PIT,20232024,D,75,177
8477465,Tristan,Jarry,PIT,20232024,G,74,194
8477968,Alex,Nedeljkovic,PIT,20232024,G,72,208
8478020,Michael,Amadio,VGK,20232024,R,73,200
8477964,Ivan,Barbashev,VGK,20232024,C,72,198
8477478,William,Carrier,VGK,20232024,L,74,220
8481032,Paul,Cotter,VGK,20232024,C,74,213
8481604,Pavel,Dorofeyev,VGK,20232024,L,73,194
8478403,Jack,Eichel,VGK,20232024,C,74,203
8476881,Tomas,Hertl,VGK,20232024,C,75,215
8479353,Brett,Howden,VGK,20232024,C,74,200
8476448,William,Karlsson,VGK,20232024,C,72,190
8478434,Keegan,Kolesar,VGK,20232024,R,74,216
8477511,Anthony,Mantha,VGK,20232024,R,77,234
8476539,Jonathan,Marchessault,VGK,20232024,R,69,185
8478462,Nicolas,Roy,VGK,20232024,C,76,202
8476905,Chandler,Stephenson,VGK,20232024,C,72,209
8475913,Mark,Stone,VGK,20232024,R,75,212
8479980,Nicolas,Hague,VGK,20232024,D,78,240
8478396,Noah,Hanifin,VGK,20232024,D,75,207
8477018,Ben,Hutton,VGK,20232024,D,75,201
8474166,Alec,Martinez,VGK,20232024,D,73,210
8475188,Brayden,McNabb,VGK,20232024,D,76,215
8474565,Alex,Pietrangelo,VGK,20232024,D,75,215
8477447,Shea,Theodore,VGK,20232024,D,74,197
8480727,Zach,Whitecloud,VGK,20232024,D,74,218
8478499,Adin,Hill,VGK,20232024,G,76,215
8480313,Logan,Thompson,VGK,20232024,G,76,205
8478427,Sebastian,Aho,CAR,20232024,C,72,176
8480835,Jack,Drury,CAR,20232024,C,71,174
8475855,Jesper,Fast,CAR,20232024,R,73,191
8477404,Jake,Guentzel,CAR,20232024,C,71,180
8482093,Seth,Jarvis,CAR,20232024,C,70,175
8480829,Jesperi,Kotkaniemi,CAR,20232024,C,74,201
8475744,Evgeny,Kuznetsov,CAR,20232024,C,74,207
8477962,Brendan,Lemieux,CAR,20232024,L,73,215
8476921,Jordan,Martinook,CAR,20232024,L,72,196
8480039,Martin,Necas,CAR,20232024,C,74,189
8476474,Stefan,Noesen,CAR,20232024,R,73,205
8473533,Jordan,Staal,CAR,20232024,C,76,220
8480830,Andrei,Svechnikov,CAR,20232024,R,74,195
8476882,Teuvo,Teravainen,CAR,20232024,L,71,191
8470613,Brent,Burns,CAR,20232024,D,77,230
8478970,Jalen,Chatfield,CAR,20232024,D,73,188
8477950,Tony,DeAngelo,CAR,20232024,D,71,180
8475200,Dmitry,Orlov,CAR,20232024,D,71,214
8477488,Brett,Pesce,CAR,20232024,D,75,206
8476869,Brady,Skjei,CAR,20232024,D,75,210
8476958,Jaccob,Slavin,CAR,20232024,D,75,207
8475883,Frederik,Andersen,CAR,20232024,G,76,238
8481611,Pyotr,Kochetkov,CAR,20232024,G,75,205
8477484,Spencer,Martin,CAR,20232024,G,75,191
8477479,Tyler,Bertuzzi,TOR,20232024,L,74,200
8480980,Connor,Dewar,TOR,20232024,C,70,183
8477503,Max,Domi,TOR,20232024,C,70,208
8479393,Noah,Gregor,TOR,20232024,C,72,192
8480995,Pontus,Holmberg,TOR,20232024,R,72,188
8475714,Calle,Jarnkrok,TOR,20232024,C,72,190
8480144,David,Kampf,TOR,20232024,C,74,190
8482720,Matthew,Knies,TOR,20232024,L,75,217
8478483,Mitch,Marner,TOR,20232024,R,72,180
8479318,Auston,Matthews,TOR,20232024,C,75,215
8482259,Bobby,McMann,TOR,20232024,C,74,210
8477939,William,Nylander,TOR,20232024,R,72,202
8471817,Ryan,Reaves,TOR,20232024,R,74,226
8481582,Nicholas,Robertson,TOR,20232024,L,69,178
8475166,John,Tavares,TOR,20232024,C,73,211
8481122,Simon,Benoit,TOR,20232024,D,76,205
8474673,TJ,Brodie,TOR,20232024,D,74,187
8476441,Joel,Edmundson,TOR,20232024,D,77,221
8470966,Mark,Giordano,TOR,20232024,D,72,202
8475906,John,Klingberg,TOR,20232024,D,74,185
8480043,Timothy,Liljegren,TOR,20232024,D,73,190
8480950,Ilya,Lyubushkin,TOR,20232024,D,74,200
8476931,Jake,McCabe,TOR,20232024,D,73,211
8474162,Jake,Muzzin,TOR,20232024,D,75,227
8476853,Morgan,Rielly,TOR,20232024,D,73,225
8479982,Conor,Timmins,TOR,20232024,D,74,206
8474889,Martin,Jones,TOR,20232024,G,77,203
8478492,Ilya,Samsonov,TOR,20232024,G,75,217
8479361,Joseph,Woll,TOR,20232024,G,75,202
8481556,John,Beecher,BOS,20232024,C,75,216
8480003,Jesper,Boqvist,BOS,20232024,C,73,184
8479638,Justin,Brazeau,BOS,20232024,R,77,220
8475745,Charlie,Coyle,BOS,20232024,C,75,218
8478498,Jake,DeBrusk,BOS,20232024,L,73,198
8479365,Trent,Frederic,BOS,20232024,C,75,220
8479987,Morgan,Geekie,BOS,20232024,C,75,202
8478046,Danton,Heinen,BOS,20232024,C,74,195
8480880,Jakub,Lauko,BOS,20232024,C,73,193
8473419,Brad,Marchand,BOS,20232024,L,69,176
8474034,Pat,Maroon,BOS,20232024,L,75,234
8477956,David,Pastrnak,BOS,20232024,R,72,196
8483505,Matthew,Poitras,BOS,20232024,C,71,180
8474037,James,van Riemsdyk,BOS,20232024,L,75,208
8478401,Pavel,Zacha,BOS,20232024,C,76,207
8478443,Brandon,Carlo,BOS,20232024,D,77,217
8475762,Derek,Forbort,BOS,20232024,D,76,216
8476891,Matt,Grzelcyk,BOS,20232024,D,70,180
8476854,Hampus,Lindholm,BOS,20232024,D,76,224
8482511,Mason,Lohrei,BOS,20232024,D,77,211
8479325,Charlie,McAvoy,BOS,20232024,D,73,209
8479369,Andrew,Peeke,BOS,20232024,D,75,214
8474031,Kevin,Shattenkirk,BOS,20232024,D,72,203
8478450,Parker,Wotherspoon,BOS,20232024,D,73,195
8480280,Jeremy,Swayman,BOS,20232024,G,75,195
8476999,Linus,Ullmark,BOS,20232024,G,76,213
8474150,Mikael,Backlund,CGY,20232024,C,72,206
8476399,Blake,Coleman,CGY,20232024,C,71,199
8482679,Matt,Coronato,CGY,20232024,R,70,183
8482652,Walker,Duehr,CGY,20232024,R,74,210
8478421,A.J.,Greer,CGY,20232024,L,75,209
8476456,Jonathan,Huberdeau,CGY,20232024,C,73,200
8478211,Dryden,Hunt,CGY,20232024,L,72,193
8475172,Nazem,Kadri,CGY,20232024,C,72,185
8483808,Andrei,Kuzmenko,CGY,20232024,L,71,194
8478233,Andrew,Mangiapane,CGY,20232024,L,70,184
8481592,Jakob,Pelletier,CGY,20232024,L,69,170
8481028,Martin,Pospisil,CGY,20232024,C,74,173
8479291,Kevin,Rooney,CGY,20232024,C,74,190
8481068,Yegor,Sharangovich,CGY,20232024,C,74,196
8482074,Connor,Zary,CGY,20232024,C,72,178
8478397,Rasmus,Andersson,CGY,20232024,D,73,202
8478502,Dennis,Gilbert,CGY,20232024,D,74,216
8477810,Joel,Hanley,CGY,20232024,D,71,186
8478430,Oliver,Kylington,CGY,20232024,D,72,183
8482624,Daniil,Miromanov,CGY,20232024,D,76,207
8481537,Nikita,Okhotiuk,CGY,20232024,D,73,195
8481167,Brayden,Pachal,CGY,20232024,D,74,202
8477346,MacKenzie,Weegar,CGY,20232024,D,72,206
8474593,Jacob,Markstrom,CGY,20232024,G,78,207
8478435,Dan,Vladar,CGY,20232024,G,77,209
8481692,Dustin,Wolf,CGY,20232024,G,72,166
8478042,Viktor,Arvidsson,LAK,20232024,R,70,185
8482124,Quinton,Byfield,LAK,20232024,R,77,225
8476479,Phillip,Danault,LAK,20232024,C,73,200
8479400,Pierre-Luc,Dubois,LAK,20232024,C,76,225
8477942,Kevin,Fiala,LAK,20232024,L,72,205
8479336,Carl,Grundstrom,LAK,20232024,R,72,200
8481560,Arthur,Kaliyev,LAK,20232024,R,74,210
8477960,Adrian,Kempe,LAK,20232024,R,74,200
8471685,Anze,Kopitar,LAK,20232024,C,75,225
8482155,Alex,Laferriere,LAK,20232024,R,73,205
8473453,Trevor,Lewis,LAK,20232024,C,73,205
8481481,Blake,Lizotte,LAK,20232024,C,69,175
8479675,Trevor,Moore,LAK,20232024,L,71,195
8481532,Alex,Turcotte,LAK,20232024,C,71,185
8479998,Mikey,Anderson,LAK,20232024,D,72,195
8482730,Brandt,Clarke,LAK,20232024,D,74,200
8474563,Drew,Doughty,LAK,20232024,D,73,210
8477971,Andreas,Englund,LAK,20232024,D,76,200
8478882,Vladislav,Gavrikov,LAK,20232024,D,75,220
8479421,Jacob,Moverare,LAK,20232024,D,75,210
8478911,Matt,Roy,LAK,20232024,D,74,210
8481606,Jordan,Spence,LAK,20232024,D,71,180
8477831,Pheonix,Copley,LAK,20232024,G,76,205
8479496,David,Rittich,LAK,20232024,G,76,205
8475660,Cam,Talbot,LAK,20232024,G,76,200
8482496,Nils,Aman,VAN,20232024,C,74,179
8476927,Teddy,Blueger,VAN,20232024,C,72,185
8478444,Brock,Boeser,VAN,20232024,R,73,208
8476858,Phillip,Di Giuseppe,VAN,20232024,L,72,193
8478856,Conor,Garland,VAN,20232024,R,70,165
8481535,Nils,Hoglander,VAN,20232024,L,69,185
8478057,Dakota,Joshua,VAN,20232024,C,75,206
8478043,Sam,Lafferty,VAN,20232024,C,74,205
8477496,Elias,Lindholm,VAN,20232024,C,73,202
8481624,Ilya,Mikheyev,VAN,20232024,R,74,192
8476468,J.T.,Miller,VAN,20232024,C,73,218
8480012,Elias,Pettersson,VAN,20232024,C,74,176
8481617,Vasily,Podkolzin,VAN,20232024,R,73,190
8480459,Pius,Suter,VAN,20232024,C,71,179
8474013,Ian,Cole,VAN,20232024,D,73,225
8478017,Mark,Friedman,VAN,20232024,D,71,185
8479425,Filip,Hronek,VAN,20232024,D,72,190
8480800,Quinn,Hughes,VAN,20232024,D,70,180
8478454,Noah,Juulsen,VAN,20232024,D,74,201
8474574,Tyler,Myers,VAN,20232024,D,80,229
8477359,Tucker,Poolman,VAN,20232024,D,74,199
8477369,Carson,Soucy,VAN,20232024,D,77,208
8477507,Nikita,Zadorov,VAN,20232024,D,78,248
8477967,Thatcher,Demko,VAN,20232024,G,76,192
8479193,Casey,DeSmith,VAN,20232024,G,72,181
8481668,Arturs,Silovs,VAN,20232024,G,76,203
8484145,Zach,Benson,BUF,20232024,L,70,170
8481528,Dylan,Cozens,BUF,20232024,C,75,195
8476878,Zemgus,Girgensons,BUF,20232024,L,74,200
8478413,Jordan,Greenway,BUF,20232024,L,78,231
8479370,Tyson,Jost,BUF,20232024,C,71,187
8481522,Peyton,Krebs,BUF,20232024,C,72,186
8478109,Victor,Olofsson,BUF,20232024,L,71,182
8482175,JJ,Peterka,BUF,20232024,R,72,189
8482097,Jack,Quinn,BUF,20232024,R,73,185
8480762,Eric,Robinson,BUF,20232024,L,74,211
8481751,Lukas,Rousek,BUF,20232024,R,71,171
8475784,Jeff,Skinner,BUF,20232024,L,71,200
8479420,Tage,Thompson,BUF,20232024,C,78,220
8477949,Alex,Tuch,BUF,20232024,R,76,215
8480196,Jacob,Bryson,BUF,20232024,D,69,174
8481524,Bowen,Byram,BUF,20232024,D,73,190
8479348,Kale,Clague,BUF,20232024,D,72,190
8477365,Connor,Clifton,BUF,20232024,D,71,192
8480839,Rasmus,Dahlin,BUF,20232024,D,75,204
8480035,Henri,Jokiharju,BUF,20232024,D,72,200
8482671,Owen,Power,BUF,20232024,D,78,221
8480807,Mattias,Samuelsson,BUF,20232024,D,76,224
8477480,Eric,Comrie,BUF,20232024,G,73,190
8482221,Devon,Levi,BUF,20232024,G,72,192
8480045,Ukko-Pekka,Luukkonen,BUF,20232024,G,77,217
8482475,Yegor,Chinakhov,CBJ,20232024,R,73,204
8479941,Justin,Danforth,CBJ,20232024,R,68,188
8484166,Adam,Fantilli,CBJ,20232024,C,74,194
8480441,Trey,Fix-Wolansky,CBJ,20232024,R,67,191
8476346,Johnny,Gaudreau,CBJ,20232024,L,69,163
8476867,Brendan,Gaunce,CBJ,20232024,C,75,219
8476432,Boone,Jenner,CBJ,20232024,C,74,208
8482660,Kent,Johnson,CBJ,20232024,C,72,178
8476374,Sean,Kuraly,CBJ,20232024,C,74,215
8480893,Kirill,Marchenko,CBJ,20232024,R,75,195
8480292,Carson,Meyer,CBJ,20232024,R,71,184
8479423,Alexander,Nylander,CBJ,20232024,L,73,192
8479671,Mathieu,Olivier,CBJ,20232024,R,73,222
8482451,Mikael,Pyyhtia,CBJ,20232024,L,72,166
8482705,Cole,Sillinger,CBJ,20232024,C,73,199
8480074,Alexandre,Texier,CBJ,20232024,C,73,201
8481716,Dmitri,Voronkov,CBJ,20232024,L,77,240
8479402,Jake,Bean,CBJ,20232024,D,73,191
8480871,Adam,Boqvist,CBJ,20232024,D,72,189
8481161,Jake,Christiansen,CBJ,20232024,D,72,193
8475790,Erik,Gudbranson,CBJ,20232024,D,77,222
8478500,Ivan,Provorov,CBJ,20232024,D,73,220
8476923,Damon,Severson,CBJ,20232024,D,74,202
8478460,Zach,Werenski,CBJ,20232024,D,74,219
8478007,Elvis,Merzlikins,CBJ,20232024,G,75,184
8480193,Daniil,Tarasov,CBJ,20232024,G,77,201
8479414,Nathan,Bastian,NJD,20232024,R,76,205
8479407,Jesper,Bratt,NJD,20232024,L,70,175
8481518,Nolan,Foote,NJD,20232024,L,75,196
8475287,Erik,Haula,NJD,20232024,L,71,191
8480002,Nico,Hischier,NJD,20232024,C,73,175
8482125,Alexander,Holtz,NJD,20232024,R,72,195
8481559,Jack,Hughes,NJD,20232024,C,71,175
8477508,Curtis,Lazar,NJD,20232024,C,72,203
8477073,Kurtis,MacDermid,NJD,20232024,L,77,233
8478414,Timo,Meier,NJD,20232024,R,73,220
8482110,Dawson,Mercer,NJD,20232024,C,72,180
8477931,Tomas,Nosek,NJD,20232024,L,75,205
8476292,Ondrej,Palat,NJD,20232024,L,72,194
8476919,Chris,Tierney,NJD,20232024,C,73,191
8478051,Max,Willman,NJD,20232024,C,72,184
8480860,Kevin,Bahl,NJD,20232024,D,78,230
8480084,Nick,DeSimone,NJD,20232024,D,74,185
8476462,Dougie,Hamilton,NJD,20232024,D,78,230
8481701,Santeri,Hatakka,NJD,20232024,D,73,191
8482684,Luke,Hughes,NJD,20232024,D,74,184
8478507,John,Marino,NJD,20232024,D,73,181
8483495,Simon,Nemec,NJD,20232024,D,73,190
8478399,Jonas,Siegenthaler,NJD,20232024,D,74,218
8474090,Brendan,Smith,NJD,20232024,D,74,200
8474596,Jake,Allen,NJD,20232024,G,74,197
8478039,Kaapo,Kahkonen,NJD,20232024,G,74,217
8473994,Jamie,Benn,DAL,20232024,L,74,205
8474149,Evgenii,Dadonov,DAL,20232024,R,72,185
8480848,Ty,Dellandrea,DAL,20232024,C,74,190
8475168,Matt,Duchene,DAL,20232024,C,73,210
8476889,Radek,Faksa,DAL,20232024,C,75,215
8478449,Roope,Hintz,DAL,20232024,C,75,212
8482740,Wyatt,Johnston,DAL,20232024,C,74,184
8478975,Mason,Marchment,DAL,20232024,L,77,216
8470794,Joe,Pavelski,DAL,20232024,C,73,196
8480027,Jason,Robertson,DAL,20232024,L,75,202
8475794,Tyler,Seguin,DAL,20232024,C,73,207
8475225,Craig,Smith,DAL,20232024,C,73,203
8482702,Logan,Stankoven,DAL,20232024,C,68,171
8479351,Sam,Steel,DAL,20232024,C,72,185
8475825,Jani,Hakanpää,DAL,20232024,D,79,222
8481581,Thomas,Harley,DAL,20232024,D,76,206
8480036,Miro,Heiskanen,DAL,20232024,D,74,197
8476902,Esa,Lindell,DAL,20232024,D,75,216
8480878,Nils,Lundkvist,DAL,20232024,D,73,190
8470600,Ryan,Suter,DAL,20232024,D,73,201
8475690,Chris,Tanev,DAL,20232024,D,74,193
8479979,Jake,Oettinger,DAL,20232024,G,78,224
8475809,Scott,Wedgewood,DAL,20232024,G,74,201
8481550,Adam,Beckman,MIN,20232024,L,74,182
8481557,Matt,Boldy,MIN,20232024,L,74,201
8478493,Joel,Eriksson Ek,MIN,20232024,C,75,207
8475220,Marcus,Foligno,MIN,20232024,L,75,226
8477919,Frederick,Gaudreau,MIN,20232024,C,72,184
8477451,Ryan,Hartman,MIN,20232024,R,72,197
8475149,Marcus,Johansson,MIN,20232024,C,73,203
8478864,Kirill,Kaprizov,MIN,20232024,L,70,202
8482177,Marat,Khusnutdinov,MIN,20232024,C,71,176
8479968,Vinni,Lettieri,MIN,20232024,C,70,184
8481422,Jacob,Lucchini,MIN,20232024,C,72,180
8482079,Marco,Rossi,MIN,20232024,C,69,182
8479972,Mason,Shaw,MIN,20232024,C,70,184
8475692,Mats,Zuccarello,MIN,20232024,R,68,181
8474567,Zach,Bogosian,MIN,20232024,D,75,231
8476463,Jonas,Brodin,MIN,20232024,D,74,196
8480990,Declan,Chisholm,MIN,20232024,D,73,190
8482122,Brock,Faber,MIN,20232024,D,73,200
8471274,Alex,Goligoski,MIN,20232024,D,71,173
8477541,Dakota,Mermis,MIN,20232024,D,72,195
8475750,Jon,Merrill,MIN,20232024,D,75,204
8478136,Jake,Middleton,MIN,20232024,D,75,219
8474716,Jared,Spurgeon,MIN,20232024,D,69,166
8470594,Marc-Andre,Fleury,MIN,20232024,G,74,185
8479406,Filip,Gustavsson,MIN,20232024,G,74,184
8479994,Jaret,Anderson-Dolan,NSH,20232024,C,71,200
8478463,Anthony,Beauvillier,NSH,20232024,L,71,180
8482146,Luke,Evangelista,NSH,20232024,R,72,183
8476887,Filip,Forsberg,NSH,20232024,L,73,205
8479996,Cody,Glass,NSH,20232024,C,75,206
8476873,Mark,Jankowski,NSH,20232024,C,76,212
8477446,Michael,McCarron,NSH,20232024,R,78,232
8478438,Tommy,Novak,NSH,20232024,C,73,179
8474679,Gustav,Nyquist,NSH,20232024,C,71,180
8475158,Ryan,O'Reilly,NSH,20232024,C,73,207
8480748,Kiefer,Sherwood,NSH,20232024,L,72,194
8476925,Colton,Sissons,NSH,20232024,C,73,200
8482062,Cole,Smith,NSH,20232024,L,75,195
8475722,Jason,Zucker,NSH,20232024,L,71,192
8475197,Tyson,Barrie,NSH,20232024,D,71,197
8478851,Alexandre,Carrier,NSH,20232024,D,71,174
8481743,Marc,Del Gaizo,NSH,20232024,D,71,188
8479371,Dante,Fabbro,NSH,20232024,D,72,189
8474600,Roman,Josi,NSH,20232024,D,73,201
8478468,Jeremy,Lauzon,NSH,20232024,D,75,225
8474151,Ryan,McDonagh,NSH,20232024,D,73,215
8474568,Luke,Schenn,NSH,20232024,D,74,225
8481056,Spencer,Stastney,NSH,20232024,D,72,184
8480947,Kevin,Lankinen,NSH,20232024,G,74,190
8477424,Juuse,Saros,NSH,20232024,G,71,180
8477473,Justin,Bailey,SJS,20232024,R,76,214
8482222,Alexander,Barabanov,SJS,20232024,L,70,195
8482133,Thomas,Bordeleau,SJS,20232024,C,70,175
8477846,Ryan,Carpenter,SJS,20232024,C,73,198
8474053,Logan,Couture,SJS,20232024,C,73,206
8482667,William,Eklund,SJS,20232024,L,71,181
8475798,Mikael,Granlund,SJS,20232024,C,70,185
8474884,Mike,Hoffman,SJS,20232024,C,72,190
8480011,Klim,Kostin,SJS,20232024,C,76,232
8479316,Luke,Kunin,SJS,20232024,C,72,197
8478099,Kevin,Labanc,SJS,20232024,R,71,185
8479379,Givani,Smith,SJS,20232024,R,74,214
8481477,Nico,Sturm,SJS,20232024,C,75,209
8480821,Filip,Zadina,SJS,20232024,R,72,190
8480188,Fabian,Zetterlund,SJS,20232024,L,71,220
8480884,Calen,Addison,SJS,20232024,D,71,173
8476988,Matt,Benning,SJS,20232024,D,73,203
8477335,Kyle,Burroughs,SJS,20232024,D,72,193
8480834,Ty,Emberson,SJS,20232024,D,74,193
8479983,Mario,Ferraro,SJS,20232024,D,72,209
8479439,Jacob,MacDonald,SJS,20232024,D,72,204
8480172,Jan,Rutta,SJS,20232024,D,75,204
8481567,Henry,Thrun,SJS,20232024,D,74,190
8471709,Marc-Edouard,Vlasic,SJS,20232024,D,73,205
8478406,Mackenzie,Blackwood,SJS,20232024,G,76,225
8480992,Magnus,Chrona,SJS,20232024,G,76,194
8482445,Devin,Cooley,SJS,20232024,G,77,192
8477970,Vitek,Vanecek,SJS,20232024,G,74,184
